k_values,costs,centroid
16,0.00177750948697,"[1, 0, 14, 9, 9, 9, 15, 13, 2, 6, 9, 9, 3, 1, 13, 10, 6, 13, 9, 0, 15, 0, 3, 10, 13, 13, 3, 13, 14, 9, 6, 0, 8, 3, 15, 9, 4, 8, 11, 15, 11, 13, 13, 13, 9, 10, 1, 6, 8, 13, 5, 4, 3, 4, 8, 2, 13, 9, 0, 6, 6, 12, 3, 0, 6, 11, 13, 5, 4, 8, 8, 13, 5, 4, 15, 2, 3, 14, 9, 1, 2, 2, 2, 14, 2, 1, 10, 15, 11, 14, 11, 8, 13, 13, 11, 12, 14, 2, 13, 6, 4, 11, 14, 0, 11, 2, 15, 3, 4, 0, 4, 13, 14, 13, 7, 3, 14, 3, 0, 11, 6, 6, 11, 8, 11, 6, 1, 0, 15, 15, 4, 12, 4, 5, 13, 2, 14, 10, 14, 13, 10, 1, 10, 4, 4, 4, 8, 4, 1, 8, 0, 10, 11, 2, 13, 2, 4, 3, 3, 8, 2, 9, 11, 4, 3, 6, 6, 1, 14, 9, 13, 8, 3, 13, 10, 1, 13, 14, 11, 3, 14, 3, 2, 11, 2, 15, 14, 8, 10, 4, 1, 5, 3, 1]"
17,0.00172811392854,"[14, 13, 0, 4, 4, 4, 12, 5, 9, 1, 4, 9, 11, 14, 9, 5, 1, 9, 4, 0, 12, 0, 11, 13, 9, 5, 11, 5, 5, 4, 1, 0, 9, 8, 12, 4, 12, 15, 2, 12, 2, 5, 9, 5, 4, 16, 14, 1, 8, 5, 2, 3, 11, 3, 8, 16, 9, 4, 0, 1, 1, 13, 11, 0, 1, 2, 5, 0, 3, 8, 15, 5, 2, 3, 9, 1, 11, 13, 4, 14, 1, 9, 1, 11, 9, 14, 13, 9, 2, 11, 0, 8, 5, 14, 2, 2, 14, 10, 5, 1, 3, 2, 13, 0, 2, 9, 15, 8, 3, 0, 3, 5, 13, 5, 7, 11, 5, 11, 0, 11, 1, 1, 0, 15, 2, 1, 14, 0, 10, 12, 6, 13, 3, 0, 5, 12, 11, 16, 13, 5, 13, 14, 5, 3, 3, 12, 8, 3, 14, 15, 0, 12, 2, 9, 5, 12, 6, 11, 11, 8, 12, 4, 2, 9, 11, 1, 1, 14, 11, 4, 5, 8, 11, 5, 3, 0, 5, 5, 0, 11, 13, 11, 1, 11, 1, 12, 11, 8, 3, 6, 14, 2, 11, 14]"
18,0.00166055220983,"[6, 0, 0, 16, 16, 16, 1, 8, 2, 3, 16, 16, 6, 6, 7, 14, 3, 7, 16, 9, 1, 9, 12, 14, 7, 8, 12, 8, 8, 16, 3, 0, 7, 12, 1, 16, 1, 10, 17, 1, 11, 8, 8, 8, 16, 13, 6, 3, 12, 8, 15, 1, 11, 1, 12, 13, 7, 16, 17, 3, 3, 0, 12, 9, 3, 17, 8, 15, 1, 12, 10, 8, 11, 1, 4, 4, 12, 0, 16, 6, 4, 4, 4, 0, 7, 6, 14, 7, 11, 6, 17, 2, 8, 6, 11, 11, 6, 4, 8, 3, 0, 17, 0, 0, 12, 4, 10, 12, 7, 17, 7, 8, 16, 8, 13, 6, 8, 12, 9, 17, 3, 3, 17, 10, 11, 3, 6, 17, 5, 1, 0, 9, 7, 15, 8, 1, 12, 13, 0, 8, 14, 6, 14, 1, 1, 1, 2, 1, 6, 10, 0, 1, 11, 4, 8, 1, 1, 12, 12, 12, 1, 16, 11, 7, 12, 3, 3, 6, 0, 16, 8, 12, 12, 7, 1, 17, 8, 8, 17, 12, 0, 12, 4, 17, 4, 1, 0, 12, 1, 8, 6, 11, 12, 6]"
19,0.00163273974005,"[11, 4, 4, 6, 16, 6, 14, 8, 9, 3, 6, 16, 11, 11, 9, 17, 3, 18, 16, 4, 18, 4, 7, 17, 16, 8, 7, 9, 8, 6, 3, 4, 9, 16, 14, 6, 18, 14, 5, 14, 5, 18, 9, 18, 6, 17, 11, 3, 16, 8, 12, 18, 7, 18, 16, 0, 9, 11, 5, 3, 3, 4, 7, 4, 3, 5, 8, 5, 18, 16, 13, 18, 12, 18, 0, 0, 16, 4, 6, 11, 0, 9, 0, 4, 9, 2, 17, 17, 12, 11, 5, 9, 8, 11, 12, 12, 11, 0, 8, 3, 18, 12, 8, 4, 7, 0, 14, 16, 18, 5, 18, 8, 6, 8, 10, 16, 8, 7, 5, 5, 3, 3, 5, 13, 12, 3, 11, 5, 14, 14, 18, 1, 18, 4, 8, 15, 16, 17, 8, 8, 17, 16, 17, 18, 18, 18, 2, 18, 11, 13, 4, 15, 12, 0, 18, 0, 18, 7, 7, 13, 15, 6, 7, 18, 7, 3, 3, 11, 7, 16, 8, 13, 7, 16, 17, 5, 8, 8, 5, 7, 16, 16, 0, 5, 0, 14, 7, 13, 17, 8, 2, 12, 7, 11]"
20,0.00167453804735,"[1, 16, 16, 0, 0, 0, 18, 15, 10, 14, 0, 0, 1, 1, 10, 2, 14, 3, 0, 12, 4, 12, 1, 2, 3, 15, 3, 3, 15, 0, 14, 6, 3, 7, 10, 0, 18, 9, 11, 10, 6, 15, 10, 15, 0, 17, 1, 14, 7, 15, 13, 4, 1, 4, 7, 19, 3, 0, 11, 14, 14, 16, 1, 12, 14, 6, 15, 11, 4, 3, 9, 4, 13, 4, 10, 10, 11, 16, 0, 1, 10, 10, 10, 1, 10, 1, 2, 4, 13, 1, 6, 3, 2, 1, 13, 8, 1, 10, 15, 14, 3, 11, 16, 6, 6, 10, 9, 3, 4, 11, 4, 0, 16, 15, 5, 1, 15, 1, 12, 11, 14, 14, 6, 9, 13, 14, 1, 6, 14, 18, 15, 8, 4, 6, 15, 18, 3, 17, 16, 15, 2, 0, 2, 4, 4, 11, 7, 3, 1, 18, 16, 18, 13, 10, 15, 10, 15, 1, 1, 3, 18, 0, 13, 4, 6, 14, 14, 1, 1, 0, 15, 3, 11, 3, 4, 6, 15, 15, 12, 3, 16, 3, 10, 6, 10, 10, 3, 11, 4, 15, 1, 13, 1, 1]"
21,0.00161230405591,"[3, 16, 16, 14, 13, 14, 8, 15, 12, 1, 14, 13, 3, 3, 4, 5, 1, 4, 13, 18, 2, 18, 10, 5, 13, 19, 10, 15, 15, 14, 1, 18, 13, 10, 12, 14, 19, 13, 11, 12, 11, 4, 15, 4, 14, 5, 3, 1, 10, 19, 11, 2, 10, 2, 13, 4, 13, 15, 11, 1, 1, 16, 10, 18, 1, 11, 19, 11, 2, 13, 8, 4, 17, 2, 12, 12, 13, 16, 14, 3, 12, 4, 12, 16, 4, 3, 5, 2, 17, 3, 20, 13, 5, 3, 17, 9, 3, 12, 4, 1, 16, 11, 16, 18, 10, 12, 8, 13, 2, 11, 2, 15, 16, 15, 6, 13, 15, 10, 18, 11, 1, 1, 11, 8, 0, 1, 3, 20, 7, 12, 19, 17, 2, 18, 4, 8, 13, 5, 16, 19, 5, 13, 5, 2, 2, 8, 3, 4, 3, 8, 18, 19, 17, 12, 4, 4, 19, 10, 10, 13, 8, 14, 17, 2, 10, 1, 1, 3, 10, 13, 15, 10, 10, 13, 5, 20, 15, 19, 11, 10, 16, 13, 12, 11, 12, 12, 10, 10, 2, 19, 20, 17, 10, 20]"
22,0.00163684586278,"[1, 9, 13, 6, 3, 6, 12, 17, 7, 14, 1, 3, 1, 1, 7, 4, 14, 7, 3, 13, 7, 13, 2, 18, 7, 19, 2, 17, 5, 6, 14, 21, 3, 3, 12, 6, 20, 16, 0, 12, 21, 17, 7, 17, 10, 4, 1, 14, 3, 17, 0, 19, 21, 19, 3, 15, 7, 1, 13, 14, 14, 9, 2, 13, 14, 0, 19, 0, 19, 3, 18, 17, 21, 19, 7, 15, 2, 9, 6, 1, 15, 15, 15, 19, 7, 1, 18, 7, 21, 1, 0, 3, 7, 1, 11, 11, 1, 7, 17, 14, 19, 0, 9, 0, 21, 7, 12, 3, 19, 0, 19, 17, 10, 17, 8, 2, 5, 2, 13, 13, 14, 14, 0, 3, 11, 14, 1, 13, 16, 12, 20, 9, 19, 0, 17, 12, 2, 4, 9, 19, 18, 1, 4, 19, 19, 20, 3, 19, 1, 12, 13, 4, 21, 7, 19, 12, 20, 2, 2, 2, 12, 3, 21, 7, 21, 14, 14, 1, 2, 3, 17, 2, 2, 17, 4, 0, 15, 5, 13, 2, 9, 2, 14, 0, 14, 12, 2, 20, 19, 10, 1, 11, 2, 1]"
23,0.00155629476953,"[2, 22, 1, 12, 11, 11, 5, 1, 9, 20, 2, 11, 2, 2, 19, 7, 20, 19, 11, 14, 0, 10, 1, 7, 19, 19, 8, 19, 18, 12, 20, 10, 11, 8, 5, 12, 0, 11, 17, 5, 17, 19, 19, 19, 11, 4, 2, 20, 8, 19, 21, 0, 17, 0, 8, 9, 19, 2, 17, 20, 20, 22, 8, 10, 20, 17, 19, 16, 0, 11, 8, 19, 21, 0, 5, 9, 1, 1, 12, 2, 9, 9, 9, 1, 19, 2, 7, 19, 17, 1, 17, 11, 19, 2, 15, 6, 2, 9, 19, 20, 1, 17, 1, 17, 17, 9, 5, 1, 0, 17, 0, 19, 1, 19, 13, 1, 18, 1, 14, 17, 20, 20, 17, 8, 17, 20, 2, 17, 20, 5, 0, 22, 0, 16, 19, 5, 1, 4, 1, 19, 7, 2, 19, 0, 0, 0, 8, 0, 2, 3, 10, 5, 17, 9, 19, 5, 0, 17, 1, 8, 5, 11, 17, 19, 17, 20, 20, 2, 1, 11, 18, 8, 17, 1, 19, 17, 19, 18, 17, 1, 1, 1, 9, 17, 9, 5, 1, 8, 19, 19, 2, 15, 1, 2]"
24,0.00149462495302,"[1, 2, 2, 21, 1, 21, 13, 14, 3, 9, 21, 3, 1, 1, 3, 5, 0, 3, 1, 2, 19, 2, 16, 5, 1, 8, 22, 3, 14, 21, 0, 2, 22, 22, 13, 21, 19, 23, 7, 13, 7, 3, 3, 3, 21, 6, 18, 9, 22, 8, 7, 19, 16, 19, 22, 3, 3, 21, 7, 0, 0, 12, 16, 2, 9, 7, 19, 7, 19, 22, 4, 3, 7, 19, 13, 13, 1, 12, 21, 6, 13, 3, 13, 1, 3, 21, 5, 8, 7, 1, 7, 22, 8, 6, 17, 11, 1, 13, 3, 0, 19, 7, 12, 2, 16, 13, 4, 1, 19, 7, 8, 8, 8, 14, 6, 1, 14, 1, 7, 16, 0, 0, 18, 4, 16, 9, 6, 18, 23, 13, 15, 20, 19, 7, 3, 13, 1, 6, 8, 8, 5, 18, 5, 19, 19, 19, 21, 19, 1, 10, 2, 13, 16, 13, 19, 13, 15, 16, 1, 22, 13, 21, 16, 8, 16, 9, 0, 18, 12, 21, 14, 22, 22, 1, 19, 18, 3, 14, 7, 16, 12, 1, 13, 18, 13, 13, 1, 22, 19, 8, 18, 17, 16, 18]"
25,0.00154798090534,"[23, 15, 6, 19, 4, 19, 8, 6, 5, 16, 23, 5, 23, 23, 11, 9, 16, 24, 4, 15, 18, 15, 22, 9, 22, 24, 4, 4, 6, 19, 16, 15, 3, 4, 18, 19, 18, 5, 10, 18, 7, 24, 11, 24, 19, 12, 23, 16, 4, 24, 10, 18, 7, 0, 3, 11, 18, 23, 10, 16, 16, 7, 4, 15, 16, 10, 24, 10, 0, 4, 3, 24, 7, 0, 11, 11, 4, 6, 19, 23, 11, 11, 11, 22, 18, 23, 9, 2, 7, 22, 10, 5, 24, 23, 1, 1, 23, 11, 24, 16, 22, 10, 6, 10, 10, 11, 8, 4, 18, 10, 2, 2, 6, 24, 20, 22, 6, 22, 17, 10, 16, 13, 10, 3, 7, 16, 23, 10, 13, 18, 6, 21, 18, 10, 24, 8, 4, 12, 6, 24, 9, 23, 24, 18, 18, 18, 5, 14, 23, 14, 15, 24, 7, 11, 24, 18, 18, 4, 22, 3, 8, 5, 7, 2, 22, 16, 16, 23, 6, 5, 6, 3, 4, 4, 24, 10, 11, 6, 10, 4, 6, 22, 11, 10, 11, 18, 22, 3, 0, 6, 23, 1, 22, 23]"
26,0.00144800627889,"[7, 11, 9, 25, 20, 13, 15, 23, 20, 14, 25, 20, 9, 7, 6, 16, 14, 23, 20, 10, 12, 10, 9, 16, 20, 23, 2, 20, 21, 25, 14, 10, 20, 20, 15, 25, 12, 13, 24, 1, 8, 23, 19, 23, 13, 17, 7, 14, 2, 23, 8, 12, 8, 12, 20, 0, 20, 25, 24, 14, 14, 11, 9, 10, 14, 8, 23, 12, 12, 20, 2, 6, 8, 6, 1, 0, 24, 11, 25, 7, 15, 1, 1, 9, 1, 7, 16, 6, 8, 9, 24, 20, 23, 9, 4, 4, 9, 22, 23, 14, 12, 8, 11, 10, 8, 1, 15, 20, 6, 24, 6, 19, 13, 23, 18, 9, 21, 9, 3, 24, 14, 14, 24, 2, 4, 14, 7, 10, 19, 15, 12, 11, 12, 8, 23, 15, 9, 17, 11, 23, 16, 20, 23, 6, 12, 12, 7, 12, 7, 5, 10, 1, 8, 1, 23, 1, 12, 24, 9, 2, 15, 25, 8, 6, 24, 14, 14, 7, 9, 20, 23, 2, 24, 23, 6, 24, 0, 21, 24, 9, 11, 20, 15, 24, 15, 15, 9, 5, 6, 23, 7, 8, 9, 7]"
27,0.00151417618717,"[7, 5, 5, 0, 24, 0, 16, 21, 19, 4, 7, 24, 2, 7, 24, 1, 4, 24, 24, 26, 13, 26, 2, 1, 24, 21, 12, 19, 21, 0, 4, 2, 24, 12, 3, 0, 16, 0, 22, 3, 22, 16, 19, 24, 25, 11, 15, 4, 12, 21, 10, 13, 2, 13, 12, 6, 19, 7, 26, 4, 4, 5, 2, 26, 4, 22, 21, 22, 13, 12, 12, 21, 10, 13, 3, 3, 24, 5, 7, 17, 3, 19, 3, 5, 3, 7, 1, 13, 26, 24, 22, 19, 21, 17, 10, 10, 17, 3, 21, 4, 5, 22, 5, 22, 2, 3, 14, 24, 13, 26, 13, 21, 25, 21, 20, 24, 21, 2, 26, 26, 4, 4, 22, 12, 7, 4, 17, 26, 23, 3, 18, 8, 13, 5, 21, 16, 24, 11, 5, 21, 1, 24, 16, 13, 18, 14, 9, 14, 7, 14, 5, 16, 2, 3, 16, 16, 18, 2, 2, 12, 16, 0, 2, 13, 2, 4, 4, 15, 17, 24, 21, 12, 12, 24, 16, 22, 21, 21, 26, 2, 5, 24, 3, 22, 3, 3, 2, 18, 13, 18, 15, 10, 2, 15]"
28,0.00141035527208,"[4, 15, 15, 22, 3, 22, 13, 0, 2, 26, 22, 3, 23, 4, 0, 5, 26, 0, 3, 27, 13, 27, 23, 5, 12, 12, 14, 0, 1, 22, 26, 23, 25, 3, 13, 22, 13, 25, 24, 13, 24, 0, 0, 0, 22, 21, 4, 26, 14, 12, 8, 13, 17, 10, 14, 2, 12, 22, 27, 26, 26, 15, 17, 27, 26, 24, 12, 8, 10, 3, 14, 0, 19, 10, 13, 2, 3, 15, 22, 4, 2, 0, 2, 15, 13, 4, 5, 12, 19, 4, 24, 9, 12, 4, 19, 19, 4, 2, 0, 26, 12, 24, 15, 15, 17, 2, 6, 3, 10, 27, 12, 22, 22, 0, 11, 3, 1, 23, 27, 24, 26, 26, 24, 25, 17, 26, 4, 27, 16, 13, 18, 15, 12, 8, 0, 6, 3, 20, 15, 12, 5, 3, 18, 18, 18, 8, 7, 23, 4, 9, 15, 18, 17, 2, 12, 13, 13, 23, 23, 9, 6, 22, 17, 12, 23, 26, 26, 4, 17, 3, 0, 14, 3, 12, 18, 24, 0, 1, 27, 3, 15, 3, 2, 24, 2, 13, 23, 9, 10, 12, 4, 19, 17, 4]"
29,0.00139494356407,"[25, 2, 2, 24, 26, 24, 23, 27, 5, 17, 24, 24, 25, 24, 5, 0, 17, 27, 26, 2, 13, 2, 6, 22, 5, 11, 26, 5, 10, 19, 17, 2, 5, 26, 23, 19, 23, 26, 15, 23, 15, 8, 5, 25, 3, 28, 25, 17, 26, 11, 15, 13, 6, 13, 26, 4, 5, 24, 1, 17, 17, 12, 6, 2, 17, 15, 11, 1, 13, 26, 22, 27, 15, 7, 8, 4, 1, 10, 24, 25, 8, 5, 8, 7, 5, 24, 22, 13, 18, 25, 18, 5, 27, 25, 9, 9, 25, 8, 27, 17, 7, 15, 10, 12, 6, 8, 23, 26, 13, 1, 13, 24, 3, 11, 21, 25, 10, 25, 14, 1, 17, 17, 15, 26, 9, 17, 25, 18, 20, 23, 27, 16, 7, 7, 27, 23, 26, 28, 27, 27, 0, 24, 27, 13, 13, 23, 24, 7, 25, 23, 2, 11, 9, 8, 27, 8, 27, 6, 7, 26, 23, 24, 6, 13, 6, 17, 17, 25, 10, 24, 11, 26, 26, 5, 13, 18, 11, 11, 1, 26, 10, 26, 17, 15, 17, 23, 10, 26, 27, 27, 18, 9, 6, 18]"
30,0.00136083014036,"[27, 9, 6, 12, 27, 12, 21, 18, 28, 26, 27, 27, 11, 27, 28, 16, 26, 3, 27, 10, 2, 8, 5, 16, 23, 22, 5, 23, 15, 12, 26, 8, 23, 17, 21, 12, 4, 23, 0, 21, 24, 3, 28, 3, 7, 1, 11, 26, 17, 22, 0, 2, 24, 2, 17, 19, 23, 27, 0, 26, 26, 9, 5, 10, 26, 0, 22, 0, 2, 23, 17, 18, 20, 2, 28, 28, 27, 6, 12, 11, 28, 28, 28, 6, 23, 27, 16, 2, 20, 6, 0, 23, 4, 18, 20, 20, 6, 28, 18, 26, 4, 0, 6, 9, 5, 28, 21, 23, 2, 0, 2, 18, 7, 18, 14, 27, 15, 5, 10, 0, 26, 26, 0, 17, 24, 26, 11, 0, 29, 21, 13, 10, 13, 0, 18, 21, 6, 1, 6, 4, 16, 27, 4, 2, 13, 13, 12, 3, 27, 25, 6, 1, 20, 28, 4, 3, 13, 5, 5, 23, 21, 12, 24, 2, 5, 26, 26, 11, 6, 27, 15, 17, 5, 23, 4, 0, 18, 15, 0, 5, 6, 23, 28, 0, 28, 21, 6, 13, 16, 13, 27, 20, 5, 11]"
